Rk,Wk,Date,Time,Day,Winner,Pts,,Loser,Pts,Notes
319,5,Sep 23 2023,3:30 PM,Sat,West Virginia,20,,Texas Tech,13,
320,5,Sep 23 2023,7:00 PM,Sat,Wyoming,22,,Appalachian State,19,
321,5,Sep 24 2023,12:00 AM,Sun,Hawaii,20,,New Mexico State,17,
322,6,Sep 28 2023,8:00 PM,Thu,Jacksonville State,35,@,Sam Houston,28,
323,6,Sep 28 2023,7:30 PM,Thu,Tulsa,48,,Temple,26,
324,6,Sep 28 2023,7:30 PM,Thu,Western Kentucky,31,,Middle Tennessee State,10,
325,6,Sep 29 2023,10:15 PM,Fri,Brigham Young,35,,Cincinnati,27,
326,6,Sep 29 2023,9:00 PM,Fri,Louisiana Tech,24,@,Texas-El Paso,10,
327,6,Sep 29 2023,7:00 PM,Fri,Louisville,13,@,North Carolina State,10,
328,6,Sep 29 2023,9:00 PM,Fri,(19) Oregon State,21,,(10) Utah,7,
329,6,Sep 30 2023,8:00 PM,Sat,Air Force,49,,San Diego State,10,
330,6,Sep 30 2023,9:00 PM,Sat,(12) Alabama,40,@,Mississippi State,17,
331,6,Sep 30 2023,8:00 PM,Sat,Appalachian State,41,@,Louisiana-Monroe,40,
332,6,Sep 30 2023,3:30 PM,Sat,Arkansas State,52,@,Massachusetts,28,
333,6,Sep 30 2023,3:30 PM,Sat,Baylor,36,@,Central Florida,35,
334,6,Sep 30 2023,2:00 PM,Sat,Boston College,27,,Virginia,24,
335,6,Sep 30 2023,3:30 PM,Sat,Bowling Green,38,@,Georgia Tech,27,
336,6,Sep 30 2023,12:00 PM,Sat,Buffalo,13,@,Akron,10,
337,6,Sep 30 2023,3:00 PM,Sat,California,24,,Arizona State,21,
338,6,Sep 30 2023,1:30 PM,Sat,Central Michigan,26,,Eastern Michigan,23,
339,6,Sep 30 2023,12:00 PM,Sat,Clemson,31,@,Syracuse,14,
340,6,Sep 30 2023,7:00 PM,Sat,Colorado State,41,,Utah Tech,20,
341,6,Sep 30 2023,10:30 PM,Sat,(25) Fresno State,27,,Nevada,9,
342,6,Sep 30 2023,3:30 PM,Sat,(1) Georgia,27,@,Auburn,20,
343,6,Sep 30 2023,7:00 PM,Sat,Georgia Southern,38,,Coastal Carolina,28,
344,6,Sep 30 2023,7:30 PM,Sat,Iowa,26,,Michigan State,16,
345,6,Sep 30 2023,12:00 PM,Sat,James Madison,31,,South Alabama,23,
346,6,Sep 30 2023,12:00 PM,Sat,Kentucky,33,,(22) Florida,14,
347,6,Sep 30 2023,3:30 PM,Sat,Marshall,41,,Old Dominion,35,
348,6,Sep 30 2023,3:30 PM,Sat,Maryland,44,,Indiana,17,
349,6,Sep 30 2023,4:00 PM,Sat,Memphis,35,,Boise State,32,
350,6,Sep 30 2023,2:30 PM,Sat,Miami (OH),23,@,Kent State,3,
351,6,Sep 30 2023,3:30 PM,Sat,(2) Michigan,45,@,Nebraska,7,
352,6,Sep 30 2023,12:00 PM,Sat,Minnesota,35,,Louisiana,24,
353,6,Sep 30 2023,6:00 PM,Sat,(20) Mississippi,55,,(13) Louisiana State,49,
354,6,Sep 30 2023,4:00 PM,Sat,(23) Missouri,38,@,Vanderbilt,21,
355,6,Sep 30 2023,4:00 PM,Sat,Nevada-Las Vegas,44,,Hawaii,20,
356,6,Sep 30 2023,7:00 PM,Sat,North Texas,45,,Abilene Christian,31,
357,6,Sep 30 2023,7:30 PM,Sat,(11) Notre Dame,21,@,(17) Duke,14,
358,6,Sep 30 2023,7:00 PM,Sat,(14) Oklahoma,50,,Iowa State,20,
359,6,Sep 30 2023,6:30 PM,Sat,(9) Oregon,42,@,Stanford,6,
360,6,Sep 30 2023,12:00 PM,Sat,(6) Penn State,41,@,Northwestern,13,
361,6,Sep 30 2023,3:30 PM,Sat,Purdue,44,,Illinois,19,
362,6,Sep 30 2023,7:00 PM,Sat,Rice,24,,East Carolina,17,
363,6,Sep 30 2023,3:30 PM,Sat,Rutgers,52,,Wagner,3,
364,6,Sep 30 2023,3:30 PM,Sat,South Florida,44,@,Navy,30,
365,6,Sep 30 2023,12:00 PM,Sat,(8) Southern California,48,@,Colorado,41,
366,6,Sep 30 2023,7:30 PM,Sat,Southern Methodist,34,,Charlotte,16,
367,6,Sep 30 2023,7:30 PM,Sat,(21) Tennessee,41,,South Carolina,20,
368,6,Sep 30 2023,3:30 PM,Sat,(3) Texas,40,,(24) Kansas,14,
369,6,Sep 30 2023,12:00 PM,Sat,Texas A&M,34,N,Arkansas,22,
370,6,Sep 30 2023,7:00 PM,Sat,Texas State,50,@,Southern Mississippi,36,
371,6,Sep 30 2023,3:00 PM,Sat,Texas Tech,49,,Houston,28,
372,6,Sep 30 2023,3:30 PM,Sat,Toledo,35,,Northern Illinois,33,
373,6,Sep 30 2023,7:00 PM,Sat,Troy,28,@,Georgia State,7,
374,6,Sep 30 2023,12:00 PM,Sat,Tulane,35,,Alabama-Birmingham,23,
375,6,Sep 30 2023,12:00 PM,Sat,Utah State,34,@,Connecticut,33,
376,6,Sep 30 2023,8:00 PM,Sat,Virginia Tech,38,,Pittsburgh,21,
377,6,Sep 30 2023,10:00 PM,Sat,(7) Washington,31,@,Arizona,24,
378,6,Sep 30 2023,8:00 PM,Sat,West Virginia,24,@,Texas Christian,21,
379,6,Sep 30 2023,3:30 PM,Sat,Western Michigan,42,,Ball State,24,
380,6,Sep 30 2023,4:00 PM,Sat,Wyoming,35,,New Mexico,26,
381,7,Oct 4 2023,9:00 PM,Wed,Florida International,,@,New Mexico State,,
382,7,Oct 4 2023,8:00 PM,Wed,Jacksonville State,,@,Middle Tennessee State,,
383,7,Oct 5 2023,7:00 PM,Thu,Sam Houston,,@,Liberty,,
384,7,Oct 5 2023,8:00 PM,Thu,Western Kentucky,,@,Louisiana Tech,,
385,7,Oct 6 2023,7:30 PM,Fri,Kansas State,,@,Oklahoma State,,
386,7,Oct 6 2023,8:00 PM,Fri,Nebraska,,@,Illinois,,
387,7,Oct 7 2023,3:30 PM,Sat,(11) Alabama,,@,Texas A&M,,
388,7,Oct 7 2023,10:30 PM,Sat,Arizona,,@,(9) Southern California,,
389,7,Oct 7 2023,7:30 PM,Sat,Arkansas,,@,(16) Mississippi,,
390,7,Oct 7 2023,4:00 PM,Sat,Arkansas State,,@,Troy,,
391,7,Oct 7 2023,3:30 PM,Sat,Ball State,,@,Eastern Michigan,,
392,7,Oct 7 2023,12:00 PM,Sat,Boston College,,@,Army,,
393,7,Oct 7 2023,3:30 PM,Sat,Bowling Green,,@,Miami (OH),,
394,7,Oct 7 2023,4:00 PM,Sat,Central Florida,,@,Kansas,,
395,7,Oct 7 2023,2:00 PM,Sat,Central Michigan,,@,Buffalo,,
396,7,Oct 7 2023,6:30 PM,Sat,Colorado,,@,Arizona State,,
397,7,Oct 7 2023,8:00 PM,Sat,Colorado State,,@,Utah State,,
398,7,Oct 7 2023,5:00 PM,Sat,Connecticut,,@,Rice,,
399,7,Oct 7 2023,8:00 PM,Sat,(24) Fresno State,,@,Wyoming,,
400,7,Oct 7 2023,8:00 PM,Sat,Georgia Tech,,@,(17) Miami (FL),,
401,7,Oct 7 2023,3:00 PM,Sat,Howard,,@,Northwestern,,
402,7,Oct 7 2023,3:30 PM,Sat,Kent State,,@,Ohio,,
403,7,Oct 7 2023,7:00 PM,Sat,(20) Kentucky,,@,(1) Georgia,,
404,7,Oct 7 2023,12:00 PM,Sat,(23) Louisiana State,,@,(21) Missouri,,
405,7,Oct 7 2023,2:00 PM,Sat,Marshall,,@,North Carolina State,,
406,7,Oct 7 2023,12:00 PM,Sat,Maryland,,@,(4) Ohio State,,
407,7,Oct 7 2023,7:30 PM,Sat,(2) Michigan,,@,Minnesota,,
408,7,Oct 7 2023,3:30 PM,Sat,North Texas,,@,Navy,,
409,7,Oct 7 2023,3:30 PM,Sat,Northern Illinois,,@,Akron,,
410,7,Oct 7 2023,7:30 PM,Sat,(10) Notre Dame,,@,(25) Louisville,,
411,7,Oct 7 2023,12:00 PM,Sat,(12) Oklahoma,,N,(3) Texas,,
412,7,Oct 7 2023,7:00 PM,Sat,Old Dominion,,@,Southern Mississippi,,
413,7,Oct 7 2023,10:00 PM,Sat,(15) Oregon State,,@,California,,
414,7,Oct 7 2023,3:30 PM,Sat,Purdue,,@,Iowa,,
415,7,Oct 7 2023,12:00 PM,Sat,Rutgers,,@,Wisconsin,,
416,7,Oct 7 2023,8:00 PM,Sat,San Jose State,,@,Boise State,,
417,7,Oct 7 2023,7:00 PM,Sat,South Alabama,,@,Louisiana-Monroe,,
418,7,Oct 7 2023,TBD,Sat,South Florida,,@,Alabama-Birmingham,,
419,7,Oct 7 2023,3:30 PM,Sat,Syracuse,,@,(14) North Carolina,,
420,7,Oct 7 2023,8:00 PM,Sat,Texas Christian,,@,Iowa State,,
421,7,Oct 7 2023,TBD,Sat,Texas State,,@,Louisiana,,
422,7,Oct 7 2023,8:00 PM,Sat,Texas Tech,,@,Baylor,,
423,7,Oct 7 2023,2:00 PM,Sat,Texas-San Antonio,,@,Temple,,
424,7,Oct 7 2023,1:00 PM,Sat,Toledo,,@,Massachusetts,,
425,7,Oct 7 2023,6:00 PM,Sat,Tulsa,,@,Florida Atlantic,,
426,7,Oct 7 2023,4:00 PM,Sat,Vanderbilt,,@,Florida,,
427,7,Oct 7 2023,3:30 PM,Sat,Virginia Tech,,@,(5) Florida State,,
428,7,Oct 7 2023,3:30 PM,Sat,Wake Forest,,@,Clemson,,
429,7,Oct 7 2023,3:00 PM,Sat,(13) Washington State,,@,UCLA,,
430,7,Oct 7 2023,12:00 PM,Sat,Western Michigan,,@,Mississippi State,,
431,7,Oct 7 2023,6:00 PM,Sat,William & Mary,,@,Virginia,,
432,8,Oct 10 2023,7:30 PM,Tue,Coastal Carolina,,@,Appalachian State,,
433,8,Oct 10 2023,7:30 PM,Tue,Liberty,,@,Jacksonville State,,
434,8,Oct 10 2023,7:00 PM,Tue,Louisiana Tech,,@,Middle Tennessee State,,
435,8,Oct 11 2023,9:00 PM,Wed,Sam Houston,,@,New Mexico State,,
436,8,Oct 11 2023,7:30 PM,Wed,Texas-El Paso,,@,Florida International,,
437,8,Oct 12 2023,7:30 PM,Thu,Southern Methodist,,@,East Carolina,,
438,8,Oct 12 2023,7:00 PM,Thu,West Virginia,,@,Houston,,
439,8,Oct 13 2023,8:00 PM,Fri,(24) Fresno State,,@,Utah State,,
440,8,Oct 13 2023,10:00 PM,Fri,Stanford,,@,Colorado,,
441,8,Oct 13 2023,7:00 PM,Fri,Tulane,,@,Memphis,,
442,8,Oct 14 2023,3:30 PM,Sat,Akron,,@,Central Michigan,,
443,8,Oct 14 2023,TBD,Sat,Alabama-Birmingham,,@,Texas-San Antonio,,
444,8,Oct 14 2023,TBD,Sat,Arizona,,@,(13) Washington State,,
445,8,Oct 14 2023,TBD,Sat,Arkansas,,@,(11) Alabama,,
446,8,Oct 14 2023,TBD,Sat,Auburn,,@,(23) Louisiana State,,
447,8,Oct 14 2023,TBD,Sat,Boise State,,@,Colorado State,,
448,8,Oct 14 2023,3:30 PM,Sat,Bowling Green,,@,Buffalo,,
449,8,Oct 14 2023,TBD,Sat,Brigham Young,,@,Texas Christian,,
450,8,Oct 14 2023,TBD,Sat,California,,@,(18) Utah,,
451,8,Oct 14 2023,TBD,Sat,Florida,,@,South Carolina,,
452,8,Oct 14 2023,TBD,Sat,Florida Atlantic,,@,South Florida,,
453,8,Oct 14 2023,TBD,Sat,(1) Georgia,,@,Vanderbilt,,
454,8,Oct 14 2023,TBD,Sat,Georgia Southern,,@,James Madison,,
455,8,Oct 14 2023,TBD,Sat,Illinois,,@,Maryland,,
456,8,Oct 14 2023,TBD,Sat,Indiana,,@,(2) Michigan,,
457,8,Oct 14 2023,TBD,Sat,Iowa,,@,Wisconsin,,
458,8,Oct 14 2023,TBD,Sat,Iowa State,,@,Cincinnati,,
459,8,Oct 14 2023,TBD,Sat,Kansas,,@,Oklahoma State,,
460,8,Oct 14 2023,TBD,Sat,Kansas State,,@,Texas Tech,,
461,8,Oct 14 2023,TBD,Sat,Kent State,,@,Eastern Michigan,,
462,8,Oct 14 2023,7:00 PM,Sat,Louisiana-Monroe,,@,Texas State,,
463,8,Oct 14 2023,TBD,Sat,(25) Louisville,,@,Pittsburgh,,
464,8,Oct 14 2023,TBD,Sat,Marshall,,@,Georgia State,,
465,8,Oct 14 2023,3:30 PM,Sat,Massachusetts,,@,(6) Penn State,,
466,8,Oct 14 2023,TBD,Sat,(17) Miami (FL),,@,(14) North Carolina,,
467,8,Oct 14 2023,3:30 PM,Sat,Miami (OH),,@,Western Michigan,,
468,8,Oct 14 2023,12:00 PM,Sat,Michigan State,,@,Rutgers,,
469,8,Oct 14 2023,TBD,Sat,(21) Missouri,,@,(20) Kentucky,,
470,8,Oct 14 2023,TBD,Sat,Navy,,@,Charlotte,,
471,8,Oct 14 2023,5:00 PM,Sat,Nevada-Las Vegas,,@,Nevada,,
472,8,Oct 14 2023,TBD,Sat,North Carolina State,,@,(19) Duke,,
473,8,Oct 14 2023,3:30 AM,Sat,Ohio,,@,Northern Illinois,,
474,8,Oct 14 2023,TBD,Sat,(4) Ohio State,,@,Purdue,,
475,8,Oct 14 2023,TBD,Sat,(8) Oregon,,@,(7) Washington,,
476,8,Oct 14 2023,11:00 PM,Sat,San Diego State,,@,Hawaii,,
477,8,Oct 14 2023,6:00 PM,Sat,San Jose State,,@,New Mexico,,
478,8,Oct 14 2023,7:30 PM,Sat,(9) Southern California,,@,(10) Notre Dame,,
479,8,Oct 14 2023,TBD,Sat,Syracuse,,@,(5) Florida State,,
480,8,Oct 14 2023,TBD,Sat,Temple,,@,North Texas,,
481,8,Oct 14 2023,TBD,Sat,Texas A&M,,@,(22) Tennessee,,
482,8,Oct 14 2023,TBD,Sat,Toledo,,@,Ball State,,
483,8,Oct 14 2023,3:30 PM,Sat,Troy,,@,Army,,
484,8,Oct 14 2023,TBD,Sat,UCLA,,@,(15) Oregon State,,
485,8,Oct 14 2023,TBD,Sat,Wake Forest,,@,Virginia Tech,,
486,8,Oct 14 2023,7:00 PM,Sat,Wyoming,,@,Air Force,,
487,9,Oct 17 2023,7:00 PM,Tue,Middle Tennessee State,,@,Liberty,,
488,9,Oct 17 2023,7:30 PM,Tue,Southern Mississippi,,@,South Alabama,,
489,9,Oct 17 2023,7:30 PM,Tue,Western Kentucky,,@,Jacksonville State,,
490,9,Oct 18 2023,7:00 PM,Wed,Florida International,,@,Sam Houston,,
491,9,Oct 18 2023,9:00 PM,Wed,New Mexico State,,@,Texas-El Paso,,
492,9,Oct 19 2023,7:00 PM,Thu,James Madison,,@,Marshall,,
493,9,Oct 19 2023,7:00 PM,Thu,Rice,,@,Tulsa,,
494,9,Oct 20 2023,7:00 PM,Fri,Southern Methodist,,@,Temple,,
495,9,Oct 21 2023,12:00 PM,Sat,Air Force,,@,Navy,,
496,9,Oct 21 2023,TBD,Sat,Akron,,@,Bowling Green,,
497,9,Oct 21 2023,TBD,Sat,Appalachian State,,@,Old Dominion,,
498,9,Oct 21 2023,TBD,Sat,Arizona State,,@,(7) Washington,,
499,9,Oct 21 2023,TBD,Sat,Army,,@,(23) Louisiana State,,
500,9,Oct 21 2023,TBD,Sat,Baylor,,@,Cincinnati,,
501,9,Oct 21 2023,TBD,Sat,Boston College,,@,Georgia Tech,,
502,9,Oct 21 2023,3:30 PM,Sat,Buffalo,,@,Kent State,,
503,9,Oct 21 2023,TBD,Sat,Central Florida,,@,(12) Oklahoma,,
504,9,Oct 21 2023,TBD,Sat,Central Michigan,,@,Ball State,,
505,9,Oct 21 2023,TBD,Sat,Charlotte,,@,East Carolina,,
506,9,Oct 21 2023,TBD,Sat,Clemson,,@,(17) Miami (FL),,
507,9,Oct 21 2023,TBD,Sat,Coastal Carolina,,@,Arkansas State,,
508,9,Oct 21 2023,7:00 PM,Sat,Colorado State,,@,Nevada-Las Vegas,,
509,9,Oct 21 2023,TBD,Sat,(19) Duke,,@,(5) Florida State,,
510,9,Oct 21 2023,TBD,Sat,Eastern Michigan,,@,Northern Illinois,,
511,9,Oct 21 2023,TBD,Sat,Georgia State,,@,Louisiana,,
512,9,Oct 21 2023,6:00 PM,Sat,Hawaii,,@,New Mexico,,
513,9,Oct 21 2023,2:00 PM,Sat,Louisiana-Monroe,,@,Georgia Southern,,
514,9,Oct 21 2023,7:00 PM,Sat,Memphis,,@,Alabama-Birmingham,,
515,9,Oct 21 2023,TBD,Sat,(2) Michigan,,@,Michigan State,,
516,9,Oct 21 2023,TBD,Sat,Minnesota,,@,Iowa,,
517,9,Oct 21 2023,TBD,Sat,(16) Mississippi,,@,Auburn,,
518,9,Oct 21 2023,TBD,Sat,Mississippi State,,@,Arkansas,,
519,9,Oct 21 2023,TBD,Sat,Nevada,,@,San Diego State,,
520,9,Oct 21 2023,TBD,Sat,North Texas,,@,Tulane,,
521,9,Oct 21 2023,TBD,Sat,Northwestern,,@,Nebraska,,
522,9,Oct 21 2023,TBD,Sat,Oklahoma State,,@,West Virginia,,
523,9,Oct 21 2023,TBD,Sat,(6) Penn State,,@,(4) Ohio State,,
524,9,Oct 21 2023,TBD,Sat,Pittsburgh,,@,Wake Forest,,
525,9,Oct 21 2023,12:00 PM,Sat,Rutgers,,@,Indiana,,
526,9,Oct 21 2023,TBD,Sat,South Carolina,,@,(21) Missouri,,
527,9,Oct 21 2023,TBD,Sat,South Florida,,@,Connecticut,,
528,9,Oct 21 2023,TBD,Sat,(22) Tennessee,,@,(11) Alabama,,
529,9,Oct 21 2023,TBD,Sat,(3) Texas,,@,Houston,,
530,9,Oct 21 2023,TBD,Sat,Texas Christian,,@,Kansas State,,
531,9,Oct 21 2023,TBD,Sat,Texas Tech,,@,Brigham Young,,
532,9,Oct 21 2023,TBD,Sat,Texas-San Antonio,,@,Florida Atlantic,,
533,9,Oct 21 2023,TBD,Sat,Toledo,,@,Miami (OH),,
534,9,Oct 21 2023,TBD,Sat,UCLA,,@,Stanford,,
535,9,Oct 21 2023,TBD,Sat,(18) Utah,,@,(9) Southern California,,
536,9,Oct 21 2023,7:00 PM,Sat,Utah State,,@,San Jose State,,
537,9,Oct 21 2023,TBD,Sat,Virginia,,@,(14) North Carolina,,
538,9,Oct 21 2023,TBD,Sat,(13) Washington State,,@,(8) Oregon,,
539,9,Oct 21 2023,TBD,Sat,Western Michigan,,@,Ohio,,
540,9,Oct 21 2023,TBD,Sat,Wisconsin,,@,Illinois,,
541,10,Oct 24 2023,7:30 PM,Tue,Liberty,,@,Western Kentucky,,
542,10,Oct 24 2023,7:00 PM,Tue,New Mexico State,,@,Louisiana Tech,,
543,10,Oct 25 2023,7:00 PM,Wed,Jacksonville State,,@,Florida International,,
544,10,Oct 25 2023,8:00 PM,Wed,Texas-El Paso,,@,Sam Houston,,
545,10,Oct 26 2023,7:30 PM,Thu,Georgia State,,@,Georgia Southern,,
546,10,Oct 26 2023,7:30 PM,Thu,Syracuse,,@,Virginia Tech,,
547,10,Oct 27 2023,7:30 PM,Fri,Florida Atlantic,,@,Charlotte,,
548,10,Oct 28 2023,7:00 PM,Sat,Air Force,,@,Colorado State,,
549,10,Oct 28 2023,TBD,Sat,Arkansas State,,@,Louisiana-Monroe,,
550,10,Oct 28 2023,TBD,Sat,Brigham Young,,@,(3) Texas,,
551,10,Oct 28 2023,TBD,Sat,Cincinnati,,@,Oklahoma State,,
552,10,Oct 28 2023,TBD,Sat,Clemson,,@,North Carolina State,,
553,10,Oct 28 2023,TBD,Sat,Colorado,,@,UCLA,,
554,10,Oct 28 2023,TBD,Sat,Connecticut,,@,Boston College,,
555,10,Oct 28 2023,TBD,Sat,(19) Duke,,@,(25) Louisville,,
556,10,Oct 28 2023,TBD,Sat,East Carolina,,@,Texas-San Antonio,,
557,10,Oct 28 2023,TBD,Sat,(5) Florida State,,@,Wake Forest,,
558,10,Oct 28 2023,3:30 PM,Sat,(1) Georgia,,N,Florida,,
559,10,Oct 28 2023,TBD,Sat,Houston,,@,Kansas State,,
560,10,Oct 28 2023,TBD,Sat,Indiana,,@,(6) Penn State,,
561,10,Oct 28 2023,TBD,Sat,Iowa State,,@,Baylor,,
562,10,Oct 28 2023,TBD,Sat,Louisiana,,@,South Alabama,,
563,10,Oct 28 2023,TBD,Sat,Marshall,,@,Coastal Carolina,,
564,10,Oct 28 2023,TBD,Sat,Maryland,,@,Northwestern,,
565,10,Oct 28 2023,12:00 PM,Sat,Massachusetts,,@,Army,,
566,10,Oct 28 2023,TBD,Sat,Memphis,,@,North Texas,,
567,10,Oct 28 2023,TBD,Sat,Miami (OH),,@,Ohio,,
568,10,Oct 28 2023,TBD,Sat,Michigan State,,@,Minnesota,,
569,10,Oct 28 2023,TBD,Sat,Mississippi State,,@,Auburn,,
570,10,Oct 28 2023,TBD,Sat,Nevada-Las Vegas,,@,(24) Fresno State,,
571,10,Oct 28 2023,10:30 PM,Sat,New Mexico,,@,Nevada,,
572,10,Oct 28 2023,TBD,Sat,(14) North Carolina,,@,Georgia Tech,,
573,10,Oct 28 2023,TBD,Sat,(4) Ohio State,,@,Wisconsin,,
574,10,Oct 28 2023,TBD,Sat,(12) Oklahoma,,@,Kansas,,
575,10,Oct 28 2023,TBD,Sat,Old Dominion,,@,James Madison,,
576,10,Oct 28 2023,TBD,Sat,(8) Oregon,,@,(18) Utah,,
577,10,Oct 28 2023,TBD,Sat,(15) Oregon State,,@,Arizona,,
578,10,Oct 28 2023,3:30 PM,Sat,Pittsburgh,,@,(10) Notre Dame,,
579,10,Oct 28 2023,TBD,Sat,Purdue,,@,Nebraska,,
580,10,Oct 28 2023,TBD,Sat,South Carolina,,@,Texas A&M,,
581,10,Oct 28 2023,9:50 PM,Sat,(9) Southern California,,@,California,,
582,10,Oct 28 2023,TBD,Sat,Southern Mississippi,,@,Appalachian State,,
583,10,Oct 28 2023,TBD,Sat,(22) Tennessee,,@,(20) Kentucky,,
584,10,Oct 28 2023,3:00 PM,Sat,Troy,,@,Texas State,,
585,10,Oct 28 2023,TBD,Sat,Tulane,,@,Rice,,
586,10,Oct 28 2023,TBD,Sat,Tulsa,,@,Southern Methodist,,
587,10,Oct 28 2023,TBD,Sat,Vanderbilt,,@,(16) Mississippi,,
588,10,Oct 28 2023,TBD,Sat,Virginia,,@,(17) Miami (FL),,
589,10,Oct 28 2023,TBD,Sat,(7) Washington,,@,Stanford,,
590,10,Oct 28 2023,TBD,Sat,(13) Washington State,,@,Arizona State,,
591,10,Oct 28 2023,TBD,Sat,West Virginia,,@,Central Florida,,
592,10,Oct 28 2023,TBD,Sat,Western Michigan,,@,Eastern Michigan,,
593,10,Oct 28 2023,TBD,Sat,Wyoming,,@,Boise State,,
594,10,Oct 29 2023,12:00 AM,Sun,San Jose State,,@,Hawaii,,
595,11,Oct 31 2023,TBD,Tue,Buffalo,,@,Toledo,,
596,11,Oct 31 2023,TBD,Tue,Northern Illinois,,@,Central Michigan,,
597,11,Nov 1 2023,TBD,Wed,Ball State,,@,Bowling Green,,
598,11,Nov 1 2023,TBD,Wed,Kent State,,@,Akron,,
599,11,Nov 2 2023,7:30 PM,Thu,South Alabama,,@,Troy,,
600,11,Nov 2 2023,7:00 PM,Thu,Texas Christian,,@,Texas Tech,,
601,11,Nov 2 2023,7:30 PM,Thu,Wake Forest,,@,(19) Duke,,
602,11,Nov 3 2023,7:30 PM,Fri,Boston College,,@,Syracuse,,
603,11,Nov 3 2023,8:00 PM,Fri,Colorado State,,@,Wyoming,,
604,11,Nov 4 2023,TBD,Sat,Arizona State,,@,(18) Utah,,
605,11,Nov 4 2023,TBD,Sat,Arkansas,,@,Florida,,
606,11,Nov 4 2023,2:30 PM,Sat,Army,,N,Air Force,,
607,11,Nov 4 2023,TBD,Sat,Auburn,,@,Vanderbilt,,
608,11,Nov 4 2023,10:00 PM,Sat,Boise State,,@,(24) Fresno State,,
609,11,Nov 4 2023,TBD,Sat,Brigham Young,,@,West Virginia,,
610,11,Nov 4 2023,10:29 PM,Sat,California,,@,(8) Oregon,,
611,11,Nov 4 2023,TBD,Sat,Campbell,,@,(14) North Carolina,,
612,11,Nov 4 2023,TBD,Sat,Central Florida,,@,Cincinnati,,
613,11,Nov 4 2023,TBD,Sat,Charlotte,,@,Tulsa,,
614,11,Nov 4 2023,TBD,Sat,Coastal Carolina,,@,Old Dominion,,
615,11,Nov 4 2023,TBD,Sat,Connecticut,,@,(22) Tennessee,,
616,11,Nov 4 2023,TBD,Sat,Florida Atlantic,,@,Alabama-Birmingham,,
617,11,Nov 4 2023,TBD,Sat,(5) Florida State,,@,Pittsburgh,,
618,11,Nov 4 2023,7:00 PM,Sat,Georgia Southern,,@,Texas State,,
619,11,Nov 4 2023,TBD,Sat,Georgia Tech,,@,Virginia,,
620,11,Nov 4 2023,4:00 PM,Sat,Hawaii,,@,Nevada,,
621,11,Nov 4 2023,TBD,Sat,Houston,,@,Baylor,,
622,11,Nov 4 2023,TBD,Sat,Illinois,,@,Minnesota,,
623,11,Nov 4 2023,TBD,Sat,Iowa,,@,Northwestern,,
624,11,Nov 4 2023,TBD,Sat,Jacksonville State,,@,South Carolina,,
625,11,Nov 4 2023,TBD,Sat,James Madison,,@,Georgia State,,
626,11,Nov 4 2023,TBD,Sat,Kansas,,@,Iowa State,,
627,11,Nov 4 2023,TBD,Sat,Kansas State,,@,(3) Texas,,
628,11,Nov 4 2023,TBD,Sat,Kennesaw State,,@,Sam Houston,,
629,11,Nov 4 2023,TBD,Sat,(20) Kentucky,,@,Mississippi State,,
630,11,Nov 4 2023,TBD,Sat,Louisiana,,@,Arkansas State,,
631,11,Nov 4 2023,TBD,Sat,(23) Louisiana State,,@,(11) Alabama,,
632,11,Nov 4 2023,6:00 PM,Sat,Louisiana Tech,,@,Liberty,,
633,11,Nov 4 2023,TBD,Sat,Louisiana-Monroe,,@,Southern Mississippi,,
634,11,Nov 4 2023,TBD,Sat,Marshall,,@,Appalachian State,,
635,11,Nov 4 2023,12:00 PM,Sat,Merrimack,,@,Massachusetts,,
636,11,Nov 4 2023,TBD,Sat,(17) Miami (FL),,@,North Carolina State,,
637,11,Nov 4 2023,7:00 PM,Sat,Middle Tennessee State,,@,New Mexico State,,
638,11,Nov 4 2023,TBD,Sat,(21) Missouri,,@,(1) Georgia,,
639,11,Nov 4 2023,TBD,Sat,Navy,,@,Temple,,
640,11,Nov 4 2023,TBD,Sat,Nebraska,,@,Michigan State,,
641,11,Nov 4 2023,6:00 PM,Sat,Nevada-Las Vegas,,@,New Mexico,,
642,11,Nov 4 2023,TBD,Sat,(10) Notre Dame,,@,Clemson,,
643,11,Nov 4 2023,TBD,Sat,(4) Ohio State,,@,Rutgers,,
644,11,Nov 4 2023,TBD,Sat,(12) Oklahoma,,@,Oklahoma State,,
645,11,Nov 4 2023,TBD,Sat,(15) Oregon State,,@,Colorado,,
646,11,Nov 4 2023,TBD,Sat,(6) Penn State,,@,Maryland,,
647,11,Nov 4 2023,TBD,Sat,Purdue,,@,(2) Michigan,,
648,11,Nov 4 2023,TBD,Sat,South Florida,,@,Memphis,,
649,11,Nov 4 2023,TBD,Sat,Southern Methodist,,@,Rice,,
650,11,Nov 4 2023,TBD,Sat,Stanford,,@,(13) Washington State,,
651,11,Nov 4 2023,TBD,Sat,Texas A&M,,@,(16) Mississippi,,
652,11,Nov 4 2023,TBD,Sat,Texas-San Antonio,,@,North Texas,,
653,11,Nov 4 2023,TBD,Sat,Tulane,,@,East Carolina,,
654,11,Nov 4 2023,TBD,Sat,UCLA,,@,Arizona,,
655,11,Nov 4 2023,TBD,Sat,Utah State,,@,San Diego State,,
656,11,Nov 4 2023,TBD,Sat,Virginia Tech,,@,(25) Louisville,,
657,11,Nov 4 2023,TBD,Sat,(7) Washington,,@,(9) Southern California,,
